route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
A82,A,88,Ж.К. ДРУЖБА-2 - ЗООПАРКА - Ж.К. ДРУЖБА-2,,3,,BE1E2D,FFFFFF,,,
A264,A,97,Ж.К. ДИАНАБАД - МЕТРОСТАНЦИЯ ФР. ЖОЛИО-КЮРИ - Ж.К. ДИАНАБАД,,3,,BE1E2D,FFFFFF,,,
A55,A,85,ПЛ. СТОЧНА ГАРА - Ж.К. ВРЪБНИЦА-2 - ПЛ. СТОЧНА ГАРА,,3,,BE1E2D,FFFFFF,,,
A220,A,184,РАЗКЛОНА ЗА ЛЕТИЩЕТО - УЛ. ГЕН. ГУРКО - РАЗКЛОНА ЗА ЛЕТИЩЕТО,,3,,BE1E2D,FFFFFF,,,
TM29,A,11,Кв. Княжево - Ж.К. ВРЪБНИЦА 1 - Кв. Княжево,,0,,F7941D,FFFFFF,,,
TM32,A,6,ТРИЪГЪЛНИКА - СТОКОВ БАЗАР ИЛИЯНЦИ - ТРИЪГЪЛНИКА,,0,,F7941D,FFFFFF,,,
TM24,A,10,УЛ. ОПЪЛЧЕНСКА - Ж.К. ЗАПАДЕН ПАРК - УЛ. ОПЪЛЧЕНСКА,,0,,F7941D,FFFFFF,,,
M3,A,M3,Хаджи Димитър - Горна баня - Хаджи Димитър,,1,,39B54A,FFFFFF,,,
A31,A,44,КВ. ИВАНЯНЕ - АВТОСТАНЦИЯ БАНКЯ - КВ. ИВАНЯНЕ,,3,,BE1E2D,FFFFFF,,,
A255,A,804,МЕТРОСТАНЦИЯ ГОРНА БАНЯ - ПЛ. СРЕД СЕЛО - МЕТРОСТАНЦИЯ ГОРНА БАНЯ,,3,,BE1E2D,FFFFFF,,,
A242,A,Y1,БАЛКАНКАР АД - СУ СВ. КЛИМЕНТ ОХРИДСКИ - БАЛКАНКАР АД,,3,,BE1E2D,FFFFFF,,,
M4,A,M4,Летище София - Витоша - Летище София,,1,,FFDE17,000000,,,
A53,A,79,УЛ. ВАСИЛ КЪНЧЕВ - СТИНД - УЛ. ВАСИЛ КЪНЧЕВ,,3,,BE1E2D,FFFFFF,,,
A66,A,1,КОКАЛЯНСКО ХАНЧЕ - ПО ЖЕЛАНИЕ - КОКАЛЯНСКО ХАНЧЕ,,3,,BE1E2D,FFFFFF,,,
A174,A,42A,Края на кв. Михайлово - Автостанция Банкя - Края на кв. Михайлово,,3,,BE1E2D,FFFFFF,,,
A4,A,11,АВТОСТАНЦИЯ ГЕО МИЛЕВ - Ж.К. ОВЧА КУПЕЛ-2 - АВТОСТАНЦИЯ ГЕО МИЛЕВ,,3,,BE1E2D,FFFFFF,,,
A263,A,X1,Ж.К. ГОЦЕ ДЕЛЧЕВ - Ж.К. ДРУЖБА-2 - Ж.К. ГОЦЕ ДЕЛЧЕВ,,3,,BE1E2D,FFFFFF,,,
A95,A,86А,АП МАЛАШЕВЦИ - УЛ. ОПЪЛЧЕНСКА - АП МАЛАШЕВЦИ,,3,,BE1E2D,FFFFFF,,,
A249,A,X50,Парк музей Врана - СУ СВ. КЛИМЕНТ ОХРИДСКИ - Парк музей Врана,,3,,006838,FFFFFF,,,
A76,A,14,ГАРА ИСКЪР - АВТОСТАНЦИЯ ИЗТОК - ГАРА ИСКЪР,,3,,BE1E2D,FFFFFF,,,
A79,A,70,НСБАЛ ПО ОНКОЛОГИЯ - СЕЛО ПЛАНА - НСБАЛ ПО ОНКОЛОГИЯ,,3,,BE1E2D,FFFFFF,,,
A42,A,21,ЦЕНТРАЛНА ГАРА - СЕЛО ВОЙНЕГОВЦИ - ЦЕНТРАЛНА ГАРА,,3,,BE1E2D,FFFFFF,,,
